gender,text
0,This is and has to be illegal. Savage
1,How Biases Affect Investor Behaviour by Kent Baker and Victor Ricciardi Downloadable PDF file
0,"I've ran into some beautiful woman, pretty smiles, nice eyes, great hearts and a mean hustle!! I just wasn't right for them ..... Vice versa"
1,Letting People in the Door. How and why to get 2s page loads. by
1,BroadwayHD streaming service brings the theater to you: Theres no doubt live and on-demand streaming services...
1,"God Loki looked up and shook his head ""i was merely thinking"" he said before raising to his feet. He made his way to the side+"
0,just know that i miss you And need you
1,"NYC is the most overrated dump in the world, and it's not even close. You know, not like I travel or anything."
0,i fucking miss the tmh era so much they all looked so beautiful and tan and there was no stress i cry myself to sleep everyday
1,Arizona on Primetime hasnt done anything impressive dropping 10 of last 12/ Balt plays good on Prime time and trying to beat Ariz 5 in a row
0,What happened here is that they probably took individuals who already had cancer and they found that they all had bacon in their diets.
0,I will learn how to dance Kizomba and Zouk.
0,i wish i could go back in time uno  then i wouldnt regret shit and feel like shit for atleast a week
1,I can't believe I have two mutuals who shade zico and none of them notice when I subtweet them smh
1,"Thanks, Leslie (and Matt). I hope Jared really enjoys it."
0,"bz Barbie can yall block this garb je gets annoying and faggish , block him so he cant feel relevant"
0,So I just took 2 pills for my stomach and since my back is killing me can I take 2 advils?
0,I'm so in love. Its one year later and I'm still so in love with you my love of my life
0,"face is boiling, hands and feet are freezing  "
0,Lol @ people who think they're being deep but are really just copy and pasting text posts from Tumblr
0,"*of...I am here for pleasure and entertainment, not for stress and negative things. I need to find the balance once again"
1,amen... and amen.. this is what I be saying lol
0,When you're sick and your dog loves you bunches  
1,"SENATORS AND CONGRESSMEN YOU MUST JOIN TEAM BERNIE SANDERS, IF YOU WANT OUR VOTES!"
1,Really interesting survey/study on curiosity and how employees view their industry: innovation
1,1.he said he would pose and 2.beautiful
1,"you do a raw charge yeah, but you can walk forward s.HP everytime, only stomps dont reach and have no charge. Kinda wack"
0,"Promote your visual content, publish and schedule Pinterest pins for free. Check out"
1,The easiest and safest way to find products and suppliers for maximum profits
0,"Cartoon network ,cuddles and coca cola "
0,Time and Grass @ Central Park
0, meditate on these things and the God of peace will be with you. Philippians 4:8-9 NKJV Always keep a good attitude    Blessed Day
0,if my future husband doesn't cry when I'm at the altar I'm turning around and doing a redo
1,A Irving It's only the forehock and breast meat they use. The rest of the coo is prime beef at prime prices
0,"I hate when that happens... Like, it's too much to explain and they're not even really ready for the explanation."
0,I need more money and less problems
0,"Honestly, I have to bite my tongue when people talk about being good and bad with food. Amazing, delicious food is not always healthy."
1,Heck yes! (And I just might actually watch this one!)
1,"I was making a joke, and it fell flat nevermind fail"
1,"One of the most important things to do in life is enjoy ""the Moments"" ...especially with family and"
0,When will there be a meet and greet in NY area in 2016?
0,She actin like a whore and I'm gone let her
0,I'll eat in my room and throw it in the trash because got I can't handle the calories
1,I'm so fucking tired and autocorrect
1,"I voted for i Fratelli, Gino&amp;39;s East, and 2 others in Best Pizza in Dallas Tournament - Round 2"
1,Homework Helpers : Chemistry by Greg Curran and Curran (E-book)
0,overanalyze and chill
1,Imaikalani Devault And A Maui Summer: School's out. The post Imaikalani Devault And A Maui Summer appeared fir...
0,Had to watch it for class and lowkey became obsessed with it.
0,I didn't do my meal prep last night and unfortunately had Ayamase again  
1,55 Super-cool small balcony design ideas via realtor interiordesign
0,"dturner we miss 5 mins and we've learned the periodic table, 35 formulas,Christina gets 6 phones taken away&amp; u drop 10%"
0,Laura and Carmilla in 2x05. You're welcome.
0,The smell and sights of fall can carry me away to so many places...
0,Gonna kms cause I have two Friday classes and one of them is an 8am       
0,This ootd I got for my coworkers new born baby and he gramed a pic of it today   faded
0,It's been two hours and I already ruined a nail. It shall be my sacrificial nail and in its honor none others will follow! Amen.
1,There's a way I want to be loved and understood. No one seems to get that. 
0,"I have spent the day in jogging bottoms, a hoodie and a scarf...It feels great!  "
1,''The Power Of A Lie And The Power Of The Truth'' via
0,OMG I DROVE ALL THE WAY BACK TO CAMPUS FOR THIS MEETING AND THE FUCKING BITCH WHO SCHEDULED IT WASNT EVEN THERE UGHHHH.
0,bitch dont read my tweets and scroll
1,"98 96R we had Blackett and McNair in defence last season, keeping a clean sheet isn't possible. That's a whole team effort"
1,"Build businessonline, NO products to make, store or ship and NO boss..affiliatemarketing..."
0,"the only things I need are my parents, cats, phone, and"
1,abbey It had changed so much since I last visited. There's lots for kids to do now and great access for push chairs. Great day out!
1,"After all is said and done, a lot more has been said than done."
0,"Beautiful day  endless weekend, and still sweet pea every now and then"
1,"Hi Styles  's birthday is today!!   so can you make her dream come true, and follow her? Pls, she loves you  -188"
0,"If you want to, write something meaningful on your body and post a pic using the hashtag MyBodyMyAgenda. Make your voice heard."
1,Six years of this hymn that made me a fan and marked my life BadRomance
1,If you have class with me I've probly done this to you and I'm sorry
1,d And He Will Never Put You In A Situation You Cannot Handle! Remember Strong Soldiers Are Given Tough Battles!
0,I want to have a relationship like my nan and grandad   
0,"My fianc, ladies and gentleman."
0,Latest talk at Refinary29 and BritneySpears Pants as style moves in a different directi
0,"living the ""just nod and smile and try to forget it"", saying nothing, not complaining, not bringing out a word at all even though you just"
1,how to make friends and boaby people
0,Loving hedgehogs this autumn with this Hedgehugs board book set giveaway with and I'm hoping to win
1,Did you miss the word 'in' between moving and this? 
1,just doing all the looking and shit blags
0,Mia ?? GIRLL AND LMAO NO SOMEONE ELSE CALLED ME WAIT SRRY
0,"Hey Styles! Thank you for being a precious and genuine person, for your big heart of gold! Would you mind following me? :D x230,301"
1,Ain't done shit all day and it feels good
0,"Crush, C4, youth elite, ladies of teal, senior elite, lady elite and coed elite      "
0,is it of Emperor's New Clothes by Panic! at the Disco because I feel that song would compliment your voice and vise-versa
1,No sleep since 9 this morning and won't be home from work until earliest of 4. Great...
1,hells yeah dude. Once it's all said and done I'll be hoping on some older
0,"""I am, and have always been, more than the sum of my deeds. Thank God"" Brennan Manning"
1,yes i do like many im not shy anymore i even met a guy and we flirted nothing happened but still that was new to me I love colleg
1,"5: Be loving and kind to everyone. I've been doing that for 2 decades, as a supermarket cashier, got the m st royal customers"
0,I heard it and I love it
1,"May Allah Almighty have mercy on all those who passed away today in Afgh and Pak, and grant sabr to their families. Ameen"
1,I just don't think a blanket ban of certain types and styles of firearms is the solution.
0,Daniel Craig suits up well in a suave black tuxedo as he arrives with Bond girls Monica Bellucci and La Seydo...
1,wow what a match but my boy rafa fought back kept his nerve and had rosol with no answers at the end
0,also i only got 3 hours of sleep last night and im Dead
1,{Lucifer smiled and kissed his forehead}
1,"An insider's cultural guide to Dortmund: honest, rough  and adorable"
0,"Awkwardly reaches out and pats his shoulder. ""There, there."""
0,It's so hard to stay focus and motivated on a rainy day.... 
1,How to Immediately Gain Traction on Twitter |SMM
0,Dad and I bond by eating cheese &amp; crackers while watching sponge bob
0,When there's a fight at your school and you miss it 
1,"10 mins for FT: 400 m, Pull-ups, Push-up (hand release)s, and Sit-up (butterfly)s"
1,"Can I not go to work, eat pizza and watch the ultimate fighter all day?"
1,Do you know the difference between effective and ineffective parenting?
0,"what ladder rank tho? and what were you fighting? since patron died, more aggro hunters so casino is back super hard."
1,wouldn't suprise me if Plato piped up and called you shit  Clearly you are one of the most talented though  
0,"princee bestfriend, is that yo gf? im sure it is but why havent me and her talk? do she even know that me and you are bestfriends?"
1,If you know Jed he's currently at Hillcrest hospital after being hit by an 18 wheeler. Please pray for him and try and visit he needs it.
1,I get quiet and stressed out... And swear under my breath so as to not miss anything  
0,"FELICITACIONES!! The US tour was such a success and GOOD LUCK for the next one, it's different when u are at home!!Take care,love  "
0,"May your faith be unshakeable and your will, unbreakable. - Tristan Bishop quote"
0,"stalk Audree, she a baddie and she's my bf"
1,That awesome moment when you check your bank account and your parents send you more than you thought   NoMoreNegativeBalance
0,"hey, my name is emilia and i`am from germany ( dortmund )"
1,My friends bring out the best in me meanwhile school makes me more critical and bitchy
1,A life of leisure and a life of laziness are two things. There will be sleeping enough in the grave. -Benjamin Franklin
1,"Prominent Bitcoin Industry Players Form 'Blockchain Alliance': Bitcoin Daily News, mined, pooled and dispersed..."
0,"""Always remember that love is not like a tap of water. You can't open it anytime you want and get the temperature you were looking for"""
1,"Random wrestling comment: Bray Wyatt's entrance may be the best I've ever seen. I know it's a gimmick, and I'm still genuinely creeped out."
1,Need to invest in some people to text during the day and joce at night.
1,"jacoby BTW cant keep persisting with habana &amp; Jp,they had their time, it's not down to Mapoe and senatla ExcitingShitThat"
1,. Been a great couple of weeks of music w/ &amp; . Now and is up next. Going to be fun...
0,confession I have such anxiety towards people that I will skip a bus and risk being late just because I might start freaking out 
1,"If North and Jon Davies come back next season, Scarlets's backline will be deadly!  "
1,"Just chilling at the ASU, then I overheard a girl shout in excitement about using a female condom and how it's like a poop bag. Wtf. "
0,they don't know that you're gay? well maybe if you correct them like my family sometime do that and i just tell them not
0,it's been 2 months and i still haven't had my period
1,"Hey . Do you remember that time you got the dozer stuck, and the X side by side? I do. That was today."
1,"I eat chicken. Usually nothing else. Sis is cooking hamburger steak, peas, and mashed taters. Don't eat that mess."
1,when u check ur ship's tag on ao3 but the site is down and u panic cause for some reason u think all the fics have been deleted
0,my roommate just skipped class and layed in the grass. yupp.
1, this is the type of emoji you use when your home boys roasting you and you just tryna play it off cool  
1,apparently misha and jen were taking selfies in a corner
0,"Faster, faster, I am on my way. Straight up. This disaster I can truly say, saved us. And I know in my heart if you reach for the stars"
1,"I'm tired of all this, if u or any1 u know has a problem with me, approach me. I don't wanna be hearin u havin a problem and not talking 2me"
1,LouZy and show me the ways.
1,I denounce and reject your demands outright. Going Trump style DumbDumb Baby loser corn tytlive JustPlayingBustNuts
0,IT'S BEEN 15 LONG YEARS AND I CAN STILL HEAR HER VOICE Marriage Vows Cheating Caught
1,DO NOT act like I'm the one who fucked up because I had to go back and fix your shit. You're welcome and fuck you
0,Halloween is 5 days away and I still haven't figured out what I'm gonna dress up as. halp
0,"Ah I see. I am good, a little cold and I have got my colouring book with me to cure any boredom xD"
0,Bae called me while cooking and invited me over to try the final product fnskjdd awww i hate exams they're ruining my life
1,"Blog: ""To Save The Lives Of Babies And Mothers, Ask For Advice From Peru"" by Susan Brink"
0,"I have 2 jobs. One Saturday, one Sunday.and I might be starting YouTube and I'm only 15 lol"
0,Him and tay tay showing out
1,kitten And it would probably be 15 back for 10 lost.
1,Also the present UK Government and the Labour Party.
0,so pathetic you block me over a bullshit lie ? Not even say anything nah fuck that we aint done and i aint letting it ruin us
1,9 Essential Questions to Choose a Business Idea with Big Potential (and Great Personal Fit) startu
1,ristimaki and I'm 26 I thought I was hot as ever..
0,It was crazy hair day at school and my mom didn't have anything to put in Rigo's hair so she used baby powder and hair spray 
0,the paper mario games were and are the best in the franchise. dont @ me
1,"Wonder if anyone's gunna play on the word ""season"" as both quadrants of a year and a unit measuring TV shows with this Gilmore Girls news"
0,booooo! Guess it's just me and Laura then
0,"it's great when u want money, now I want my money back and it's taking forever, poor service, poor tariffs."
1,"Met the guy in less than a month ago and he's already sending me links to choose a car ""for us"". Which way is the exit?"
0,Watching a cooking show I absolutely love but unfortunately I hate 99% of the participants. 21 episodes in and I'm feeling murdery.
1,How many children will die today as a result of sexual trafficking and perversion? These are our children... InspireADifference
1,is My house is really old and really small (40' x 24'). It's time to upgrade. I'll cut my own logs this spring for some lumber.
1,"I want to ride down a dirt road, and look to my right and see my world in my front seat!"
1,Christy Moore and Declan Sinnott - Ride On - Live
1,"- the black guy instead of asking me about a white guy also and comparing"" and shes like ""ugh whatever"" and im like ""everyones equal, you -"
1,LifeStressesWhen she visits you and your very well prepared for the Nut exam and she's in her days and you be like
1,I scored 1/5 in CokeCoutureTrivia on My Coke Rewards. Test your Coca-Cola fashion knowledge at
0,Told my mom I was at Michael's and she told the whole fam I was at a boys house. I was at the craft store..
0,one of my professors sounds like kermit the frog and it's pretty magical
0,and you know that I would!     xx
0,"okay you're a fake friend, I tried showing you this meme when it was in its prime months ago and you weren't having it"
1,"I'd love to park a dinky toy in there, and dare a traffic warden to ticket it."
0,DR. Carson is a DOCTOR&gt; Looking out for??? D-O-C-T-O-R-S! And you can take that to the bank!
1,More Awesome Bedding Sets at 1&gt;&gt;&gt; 2&gt;&gt;&gt;
0,new ink and I fuckin love it
0,On this &amp; ! Def up next!!! listen to this track and I dare you to disagree-&gt;
0,I'm watching a horrible movie where Kate Hudson is dying and whoopi Goldberg is God
0,was that the day we all rip? And split up? And world star?!?
0,New fireplace tomo and new sofa arriving in next couple weeks. happyhome
1,Can't wait till November 11 because I heard their is gonna be something new and it's 1 hour ;)
1,i keep remembering what happened last night and
0,Join us at the lower deck for drinks and apps to celebrate EMS Research Day!! Dewey NS
0,"Money, saving and going debt free. Best Family TalkRadio for Finances Live now:"
1,just one song and video and a feature with Cobra Starship then she stopped
1,and that's a promise I will prove u! Fucking gonna prove it!
1,"Instead of APC to take over S/S,we shall secede and join forces with Biafra,let the APC put a stop 2 her plans"
0,decorateyourhome Sharing Your Tips For Home Decorating With Friends and Family --&gt;&gt;
1,Southern brothers must go to salons to get they hair did?? Yall getting a wash and set right next to ya lady?
0,Yep I was in a shop and saw a mirror so I took a photo
1,shout to big brother Donnie Thomas Dontre for being there for me and my other love ones like Jamie Culclager...
1,It is at tell as old as time again Disney's Beauty and the Beast
0,AWAKE and i want to stuff food into my face
0,I laughed so hard at this I threw my phone across the room and fell off the bed
0,I HATE WHEN IM TRYING TO PROVE A POINT AND THEY TAKE FOREVER TO RESPOND
0,Lmfao
1,"that is one radical looking costume! Nice shader too! Great to see a festive, fun and silly event from"
1,You're more incredible than u know And u deserve more than u think.
0,they aren't coming close enough. They were here not long ago and I didn't go....
1,latenite post My 6ta my actress And superstar DDKiamme
1,"And, in true 80's style, has hair."
1,Smith said most of the players haven't had a devastating loss like that. There's a mourning period and that is today. But they move on.
0,I Just Voted for for ArtistOfTheYear Go Here and Vote for your favorite! AMAs JustinBieber
0,can't wait to get an apartment w heido and Caleb    
0,4th and 5th period killed my high im mad
1,"ref L4RKKZ - Just wants to change date and not be broke after. Please make this right. Also, this is on FB as well."
0,sometimes when i get fed up with life i imagine a happy little thought of running away to NYC and becoming a dog walker.
0,"Thinking about how much I over-use my Notebook and how cheap and old that thing is, it's a miracle that it is still working."
1,and sour cream
0,Former trainer John Hargrove and Dr. Ingrid Visser expose more about the infamous marine park. Blackfish
1,Changing the oil pressure sensor... 20 dollars and 6 hours of labor!!! stelvio
1,"just became Plat 4, go and give her your powah right now on YACC stream!"
0,Savana literally watched a rock come and hit my windshield and crack it on the freeway     stupidtrucks
0,On a lighter note I went online shopping yesterday for the first time in months and I've finally found a flannel I like!  
1,"she told me ""the kids and i agreed that you would make an excellent teacher"" !!! i smiled and thanked them that was so sweet :,)"
1,(US Stocks close narrowly mixed; Apple off +3%; investors eye earnings and central banks) -CNBC
0,Just look up to the stars and believe who you are
1,Act like you coughed into your sleeve.... And there ya go
0,"Oh yeah. Mostly Tudors, GoT/ASOIAF, and Suits, one Hobbit fic. Sometimes MCU though not recently. Can't nail down an idea."
1,You can't control everything. Sometimes you just need to relax and have faith that things will work out. Let go and just let life happen.
0,Clem James C. Leary Buffy BTVS BuffyTeam BuffyFamily it is cool and classy attitude
0,"""Manliness"" in Japan is acting polite towards others and supporting his family, but also finding his own individuality ucsbj63 JP"
0,"I like it when the world is so quiet,it puts my mind at ease,my neighbourhood is the best,just hearing crickets and insects."
0,"I just saw an article about ""why it's amazing to be a woman"" and the list was p much stereotypes abt women being emotional and whatnot - -"
0,This is a message to all year 10 and 11's doing GCSE maths. REVISE trust me don't fail it I did and now I'm stuck doing it again! It's shite
1,How surreal would it be if police and soldiers were to protect students writing exams against those nitwits who don't? FeesMustFall
0,How big is Shockoe Whiskey and Wine?
1,Yolo Swaggins and the Fellowship of the Bling
1,"So Piers is homophobic and misogynistic. Sorry, progressives' rules. So, nice job."
0,"Styles thank you for being so genuine and an incredible human. You're so selfless and humble, would you mind following me?  108,648"
0,I would do a really cool costume this year but I'm broke so bunny and cat it is
1,Limits and fears are both just illusions...! [Manin] Quote
0,Spoiler. And no. It's five. There's no way Glenn is dead. Carol's not pictured.
1,the Start of another long week went to the doctors still no answers and sheila still in pain damn they all want...
0,"the closer it gets to Halloween, the more I just want to stay in and watch horror movies by self instead of going out"
0,"Stuck between sailor mercury, sailor mars and sailor Jupiter.. "
0,"did he really just say ""i've always been a tremendously good person and have never gone to a party"" LMAO"
0,I was broke before now I'm going to have to feed myself and my cat noodles for the rest of the year   
1,Plz and thank you!...Ministry Over Beats...God bless
1,s A Twitter friend just locked his acct and quit writing for tabletop RPGs bc this was done to him
1,"From the Hangout With Michael vaults. Previous episodes worth watching again. Cheers, Michael..."
0,Greek God Program: Workout and nutrition plan geared towards building muscle while staying lean.
1,"Miran Kanye knows who he loves, and he's not ashamed to admit it."
1,I'll say theres a lot of situations where context really matters and its ignored. Blackface isn't one of those situations. Fuck context.
0,but Calum is sooo important &amp; he wrote / co-wrote half of the songs on the album and he's an amazing writer and he should -
1,"with all the look backs between Taker and Brock, I almost expected Brock with the run in."
1,Niggas Be Claimin They Real Street Niggas Then They Get Locked Up  and Turn Into Fake Weak Niggas 
1,"Please note no matter what you may think, I am one individual and not ""the parking industry"" Views are my own"
1,"age and height, you are special - P icmyas VERY special - p"
1,"Ditto ""Getting it On"" and ""Romancing"", ""Chilling Out"" and ""Kicking Back"". And yet, no ""Laundry Day""?"
1,Airways I. E. Ryanair take frame and car seat as 1 item and then the cot. All free
1,"In Branson, MO and I feel like I have gone back in time here! They are still waiting for RedBox to show up!"
1,It may give Osborne wiggle room and make smoke for some fudgin'?
1,my friendship and company.
0,because you're a cutie pie and oq squad!
1,now I'll let you know that I've known a guy my whole life who dated several girls and then later on-
1,Oncologists Dont Like Baking Soda Cancer Treatment Because Its Too Effective and Too Cheap |...
0,Lrt // something like that happened with me at school and I still don't really forgive those bitches for this
1,the album she talked about the Dan and Phil books and she's reading some comments now
0,"People have ""over-protective"" and controlling soooo mixed up these days damn"
0,Louise Lyndon &amp; 'Of Love and Betrayal' HistoricalRomance via
0,Trick-or-treat hours and Halloween happenings in the Sauk Valley
0,And we'll have Halloween on Christmas.
1,Forever and always will support and the crew . Love you guys  
0,Blac Chynas Future Tattoo And Why Women Branding Themselves With Mens Names Is None Of Our Business: Polic...
1,"Build a Transforming Workbench, Desk, and Storage Unit diy woodworking desks lifehacker tech"
0,"Gregoire666 Well, I've lived here for almost 2 months now. I'll round up some girls and see if they want to do . TampaInTheHouse"
0,no she'll love it after its all over and she's gonna want to see everything she couldn't while she was in one spot the whole
0,I can't promise that. (sliding underneath the covers) Whining is kind of my thing. And you still haven't showed me what --
0,And I Allways will be   
1,I wouldn't think those would work :p And as I type this it's starting to flare up again
1,Feeling great today and that's pretty cool
0,"""Angel Cakes"" I'm freaking gonna fight you and Zay    "
0,Ordering graduation stuff and my heart is beating really fast... I'm not sure if I'm ready for this 
1,Get Airport City on Android! Enter my promo code a4cegm7 and receive bonus! android androidgames gameinsight
0,decorateyourhome Home Decor for Bachelors and Bachelorettes --&gt;&gt;
1,24 well I have Devils season tickets ... Let's do a Devils game date ... And get cheese fries   
0,When things genuinely change to stop the centralisation of wealth and policies dictated by the rich then I will believe it
0,Good volume and energy!! comm1110gsw
1,"""I got 99 problems, and they all bitches."""
0,"I was JUST watching a biblical movie, and halfway in I thought: ""I want to continue drawing my RinMaki ero doujin..."" I NEED SO MUCH JESUS."
0,"""...we don't have to know everything and we don't have to pretend we do."" - quote qotd"
0,UN Agency Links Hot Dogs and Other Processed Meat to Cancer - New York Times: TIMEUN Agency Links Hot Dogs and...
1,You meet a person and then start to miss the time you used to be just strangers trolling each other online.
1,OK but I do and it's my tweet 
0,Don't allow yourself to be hurt by the same person over and over.
0,Kids and Electronics. What you Need to Know with Dr. Vicki. Live now: Military Mom TalkRadio
0,most definitely. Like these m&amp;g's and free shows and cheap tickets - aren't gonna last night with Kels. So happy for her
0,Papi is also sooooo f(x) and suuuuuuper BUMPIN 4Walls fx4Walls fx 4walls
1,the Internet has a wonderful way of exposing plagiarism...and deals out karma well too.
1,I Just Voted for for ArtistOfTheYear Go Here and Vote for your favorite! VOTA
0,". Yeah, right. Never mind the million other reasons, including this: Obama and the ThirdIntifada"
0,"Traditionalists, beware: the new work space is everywhere - The Globe and Mail"
1,strive for greatness and be persistent at what you do.
1,"oka, but remember you're not a loser if you do so! you're actually brave and smart :)"
1,How cheap and mean comment and ideology displayed by AAP's Alka Lamba..! That's AAP's character Insensitive cruel...
1,We go together like Baby Dragon and Time Wizard
1,Thank you for all the great moments and memories in Portland! Enjoy Orlando but PTFC will always feel so empty with out you!
1,you have to be pretty fucking stupid to feel good when you're ugly and pathetic
0,ugh can't wait for fwtm2 and to meet everyone on here who's going
1,notes: PE firm buys Pomeroy and rolls in IT service provider. Result: Nearly $1B in revenues...
0,one person followed me and one person unfollowed me // automatically checked by
0,"nelson *she listens to his voice and words, knows it's from his heart. Her smile grows more*"
0,"HI I'M BRONNIE AND MY IPHONE IS THAT OLD,IT WONT LET ME UPDATE MY EMOJI APP SO HERES SOME OLD SCHOOL EMOJIS          "
1,"mcm goes to the one and only, the BITCH Panda Motherfucking Bear!!! Did I mention he is a bitch? MF BEAR"
0,It's a two way street and it shouldn't only be me on it
1,cold and clear conditions for teaching single pitch climbing this w/end. autumn is definitely here!
1,Honestly just a waste of time and I'm replaceable
1,Nobody is liking my fucking outfit picture and all that tells me is I need more fashion friends
0,Chicken wings and fries we don't go on dates
1,I always sit down and be like damn yo i been through a lot 
1,has been involved in a cracking match between Folkestone and Melksham which finished 7-1. FM14
0,Anyone in aurora want to go to a haunted house with me and my sister tonight? We're a bunch of chickens
0,The school run all their inset days together and it helps against term time holidays apparently mumshour
1,Probably one of my more proud and legendary skater moves 
0,Take me back to dubai :( Dubai TwoYearsAgo @ Dubai Aquarium and under Water World
1,"Ladies and gents, it may be the beards last week. BillTheButcher Halloween2015"
0,yimu and you are single
0,conan yes that's true she also have fans from japan and korea :)
0,I try to hard and I just end up looking stupid
1,This is my fav holiday of all and im not even ready 
0,Woke up for night shift and spilled coffee all over my ivory comforter... Happy Monday
0,thanks for your tweet about safe and sound I loved it
0,My view from my studio desk. It's so beautiful and the different shades of light throughout the day
0,I have too much homework and not enough cheese bites
0,Meeting is my biggest dream and I'm not going to give up! MondayMotivation
0,Baby lets go and have rich sex
0,only my grandma would think id take a picture of someone else's report card and tell her its mine. 
1,Accurate AF : when u smash ur side chick and ur main chick the same day..
0,2 She seems eager to join them too. Chromies and all.
0,"How many RTs can we get 4 this great event? Tremendous cause,fabulous entertainment and great prizes! Don't miss it!"
0,PRINCESS AND I PushAwardsKathNiels
0,Would love it if some Boomers took a look at my new website: and gave me feedback...I'm still tweaking...thanks!
0,I tried getting my iPod from Kaitlyn and she yelled at me
1,Employees are doing more on their mobile devices and less on their PCs. The recent...
0,you girls be sucking dick and getting fucked but he ain't going down on you. thats childish lol
1,"herbert its instantly refunded by your bank, without question and at no cost to you. You just have to inform your bank."
0,Photoset: agoldthatactuallystays: alexandraelle: black family magic w/ agoldthatactuallystays and her...
0,I HATE GOATS AND LOVE US MARINES I'M GOOD GIRL 
0,My days are backwards. I wake up tired and go to bed wide awake.
1,"She coomes and goooes, comes and goes, like no one can"
1,no i live here but thank u!  YO AND GOOD LUCK WITH THE REHEARSAL TONIGHT
1,15 and height 167 cm Nigga we're 19 and we (167 to 170) Note*we aren't Asians   
1,SEGL Peaceful protesters are killed daily inBurundi by police and Militia. Surely one needs intent on both part for Dialogue AskUSSEGL
0,It all boils down to Obama and his American Transformation. He's allowing the non-sense to happen ACA
1,"In my opinion, weller and have one of the best background music on their videos :))"
0,BestTalkRadio How can you take change in your life and make positive experiences and opportunities. listen:
1,I was gonna get to weigh in and give you lip there but she'll probably only agree with ye 
0,"Hi Styles  's birthday is today!!   so can you make her dream come true, and follow her? Pls, she loves you  -187"
0,"Listen Live: Best Talk Radio Modern Day on Girlfriends on money, sex, dating and love."
1,can't chat anymore Daniel and majellas road trip itv 
0,Just some sassiness from this session. Love taking romantic photos of a husband and wife. Thanks
1,When your at your girlfriends Thanksgiving dinner and she has an alcoholic uncle... (Vine by )
0,"tempro not to make this awkward but Connor donated his ""keep calm and reem on"" shirt sorry u had to find out like this"
0,Keep voting and don't stop.
0,"""Kids Need Less Sugar and More Fat"" diet feedly"
1,Jelly Beans and English UniversityNights
1,"Rakitic is a great talent and was able to prove this during the European games he played in 14/15, excellent vision"
1,"apparently so, that guys on top of him and he gets under the bin, they should have just hid in the bin for a bit."
0,Propose at my wedding and I'm punching you square in the throat before your partner even has the chance to respond.
0,mentioning it because some people don't even know about it and I can say whatever I think is necessary
1,Let me tell you a secret how I can cheat the broker and make withdrawals without problems.
1,"""take a bow"", ""secret"" and ""don't stop"""
0,I found a list of museums and the days they have free admission. Just letting all of y'all know   
0,Harris reunited and it feels so good      
1,"Build a Transforming Workbench, Desk, and Storage Unit"
1,Anyone want to dive in like and start a startup? success startup college
1,lmaoooo u know damn well who if they ain't on my tl and chiming in now
0,But Chris nobody thought u and nia were ever together even with royalty being conceived      
0,"I'd take a coffee and, or both, a hot fudge sundae"
1,Study Finds Pork And Human DNA In Vegetarian Hot Dogs
0,Beauty It does!! And I do  GWP !!!!
0,practice RANDOM ACTS of KINDNESS and MAKE IT a HABIT  ALDUBPredictions
1,Hillary lips are movin' and its lies lies lies! Hillary2016. bengazi
1,I just my entire Verizon Plan and the price at is $430.00 and is $315.00. With brand new phones too.
1,"Both positive and negative experiences help you see the big picture. The more experiences, the greater potential there is to learn. JMTeam"
1,Why DevOps automation is essential to microservices success by 's
0,"she was phenomenal, but storm isn't a singer it's action and Bey ain't action... Obsession"
0,"I saw a ""see your 2 and raise you 3"" - although I presumed that was xK words per day. . ."
1,and your gay
1,"The first chapter of the light novelesque storey about teenage demigods, their high school, basketball and, well,..."
0,decorateyourhome How to Stage Your Home For a Quick Sale and High Sales Price --&gt;&gt;
0,Hocus Pocus and chill ?
1,And here's 10-yr
1,I swear Bernie Sanders can tweet the same thing over and over and still get 100s of retweets.
0,me and you like  
1,I've seen it on cask in the Woolsey Roker and Vesta Tilleys in the town but that was a while ago.
0,and i are both watching the best of me 
0,They're being weird and back-pedaling about it now. Perhaps they realize some people have little else to get excited about.
0,I love my new layout so fucking much and maybe I won't change it until December lol
0,"Dear Cuba, you chewed us up and spit us out...but your beaches made up it"
1,Ya WCW watch this video and ask why you even still rap
1,"Socialism is a faulty, decadent theory from top to bottom, violating the LawsOfEconomics and human decency."
1,Here's the latest from our friends at The Temp Connection about the legal implications of hiring temp employees.
0,Jovanka I think things went downhill when the show became about how awesome and enimatic Clara is.. she knows everything...
1,And my day concluded with a group school boys on the bus talking about another nigga dick looking like a horse dick thankyoumta 
1,dvn this mind and heart cnt stop thinking abt you 
1,The Vintage Ladies Plaid Long Sleeve Shirt is made with softness and quality in mind FashionPro
0,I have a cut on my finger that just will not heal and now I am concerned this is how meat cancer starts.
0,Fuck all of you on the track team.. I work overnights and I'm tired as shit and can't sleep cuz u have to run the hill by my house
1,I need a drink and it's only Monday 
0,tanner see and someone is in the Halloween spirit
0,Happy birthday to my sweet Kate  thanks for being my mom and for always
0,Hi princess of light eyes . You and a great makeup artist   . You are awesome Lottie . Please follow me babe ?   x530
1,One bad hole and I would be tied for the lead. Let's get it tomorrow ChasingTheGolf
1,and you're getting as bad as me typos now..oh dear
0,"Robert Aldrich, Joan Crawford and Cliff Robertson ""Autumn Leaves"" Set"
0,&gt; Justin &gt; Tofino Marine Tragedy :(
1,"Cyber security is a learning competition between offense and defense Nadav Zafrir, CEO of Team8 NasdaqCIOForum"
0,It's been a rough couple of days being in and out of the hospital. I want to say a big thanks the ones who cared...
